205017	0	0	1	0	12531.6
11488	0	0	0	1	12602.8
10829	0	0	0	1	12777.4
144116	0	0	0	1	12805
144119	0	0	0	1	12805
144121	0	0	0	1	12805
161191	0	0	0	1	12805
51438	0	0	0	1	12855.1
218224	0	0	0	1	12958.1
9276	0	0	0	1	12968.5
51437	1	0	0	1	12984.2
190230	0	1	0	0	12993
12851	1	0	0	0	13017.5
51827	0	0	0	1	13098.3
213476	1	0	0	0	13266.5
19230	0	0	0	1	13269.7
9331	0	0	0	1	13269.7
233736	1	0	0	0	13306.2
11714	0	0	0	1	13319.6
2387	0	0	0	1	13357.5
221052	0	0	0	1	13361.8
229900	0	0	1	0	13613.3
224822	0	0	0	1	13746.1
137887	1	0	0	0	13758
242299	0	0	0	1	13771.9
210645	1	0	0	0	13785.9
41361	1	0	0	0	13969.3
45278	0	0	0	1	13977.2
132462	1	0	0	0	14005.8
228870	0	0	0	1	14151.6
220356	1	0	0	0	14231.8
196746	1	0	0	0	14515.9
194199	0	0	0	1	14550.2
171037	0	0	0	1	14637.3
171040	0	0	0	1	14637.3
26929	0	0	0	1	14691.6
51957	0	0	0	1	14691.6
51961	0	0	0	1	14691.6
227475	0	0	0	1	14726
4508	0	0	0	1	14736.4
30435	0	0	0	1	14763.1
228967	0	0	0	1	14867.4
150251	1	0	0	0	14907.4
93950	1	0	0	0	14942.4
167836	1	0	0	0	14970.5
237782	0	1	0	0	15013.5
235856	0	0	0	1	15036.4
13942	0	0	0	1	15091
21199	1	0	0	0	15197.4
235571	1	0	0	0	15402.2
247481	1	0	0	0	15405.7
222638	0	0	0	1	15582.1
189208	1	0	0	0	15594.6
44670	0	0	1	0	15926.3
202170	1	0	0	0	15928.5
38993	0	0	1	0	16001.5
228384	0	0	0	1	16135.6
196946	0	0	0	1	16290.6
216210	1	0	0	0	16335.7
12164	0	0	0	1	16426.5
61986	0	0	0	1	16492.8
21362	1	0	0	0	16589.2
25807	1	0	0	0	17007.1
23626	1	0	0	0	17112.6
42716	0	1	0	0	17126.3
8380	1	0	0	0	17514.2
144113	0	0	0	1	17597.5
161187	0	0	0	1	17597.5
33309	1	0	0	0	17880.5
229362	0	0	0	1	18452.4
187666	0	0	0	1	18612.7
187678	0	0	0	1	18612.7
187684	0	0	0	1	18612.7
10872	1	0	0	0	18781.4
125830	0	0	0	1	19097.2
173860	0	0	0	1	19097.2
132752	0	0	0	1	19183.7
213811	1	0	0	0	19188.7
65394	0	0	1	0	19217.3
161188	0	0	0	1	19273.4
48361	0	0	0	1	19404
60699	0	0	0	1	19443.5
206392	0	0	0	1	19551.9
28618	1	0	0	0	19709.3
202049	1	0	1	0	19966
186828	0	0	0	1	20072
65387	0	0	1	0	20097.2
65388	0	0	1	0	20097.2
149164	0	0	0	1	20507.3
1430	0	0	0	1	20574.8
70321	0	0	0	1	20833.5
70328	0	0	0	1	20833.5
48362	0	0	0	1	21028.8
214647	1	0	0	0	21123.7
8379	0	0	0	1	21216.7
38966	0	0	0	1	21462.2
34467	1	0	0	1	21611.2
34474	0	0	0	1	21611.2
35430	1	0	0	0	21665.6
43944	1	0	0	1	21867.7
243368	1	0	0	0	22851.7
23242	1	0	0	0	22937.9
65000	0	0	0	1	22947.4
162753	0	0	0	1	22948.3
164952	0	0	0	1	23744.8
165040	0	0	0	1	23744.8
7626	0	0	0	1	24059.7
12614	1	0	0	0	24090.6
138346	1	0	0	0	24355.6
135564	1	0	0	0	24736.3
97452	0	0	0	1	24896.9
212392	0	0	0	1	25510.3
39897	0	0	0	1	25510.3
39901	0	0	0	1	25510.3
211582	0	0	0	1	25891.7
16436	0	0	0	1	26183
165042	0	0	0	1	26316.2
164955	0	0	0	1	27843.9
30571	0	0	1	1	27865.6
26065	1	0	0	0	28450.3
97453	0	0	0	1	30172.6
174633	1	0	0	0	30183.4
103115	0	0	0	1	30659.9
103116	0	0	0	1	30659.9
144114	0	0	0	1	31107
22028	0	0	0	1	31605.5
105787	1	0	0	0	32252.4
107802	1	0	0	0	33006.7
10189	1	0	0	0	33166.3
157317	0	0	0	1	33459.4
180411	1	0	0	0	34380.1
93562	1	0	0	0	34650.2
81202	1	0	0	0	34810.8
146651	0	0	0	1	35930.1
59978	0	0	0	1	36632.5
59976	0	0	0	1	37731.6
103114	0	0	0	1	38350.2
79695	0	0	0	1	38852.4
62277	1	0	0	0	39068.2
26222	1	0	0	0	39177.9
174822	0	0	0	1	39307.1
174471	0	0	0	1	39614.4
137194	0	0	0	1	39839.5
124941	1	0	1	1	40227.5
124953	0	0	1	1	40227.5
124958	0	0	1	1	40227.5
170216	0	0	1	1	40227.5
170221	0	0	1	1	40227.5
170234	0	0	1	1	40227.5
42701	0	0	0	1	41464.8
79699	0	0	0	1	41841.8
65392	0	0	1	0	44101.1
56449	1	0	0	0	45630.7
102544	1	0	0	0	46194.1
65393	0	0	1	0	49034.4
142354	0	0	0	1	49385.7
51768	0	0	0	1	50079.6
31860	1	0	0	0	51601.1
145750	0	0	0	1	51919
87562	1	0	0	0	52242.1
171205	0	0	0	1	52888.5
102189	0	0	0	1	53347.5
110472	0	0	0	1	53347.5
144406	0	0	0	1	55453.8
59563	1	0	0	0	55867.8
79701	0	0	0	1	56831.5
79697	0	0	0	1	59167.1
115818	1	0	0	0	59858.5
167244	0	0	0	1	61500.6
51769	0	0	0	1	61558.8
90229	0	0	0	1	61558.8
176700	0	0	0	1	61882.4
17479	0	0	0	1	62551.4
51767	0	0	0	1	63960.5
90227	0	0	0	1	64305.9
174726	0	0	0	1	66232.1
174730	0	0	0	1	66232.1
174734	0	0	0	1	66232.1
174744	0	0	0	1	66232.1
19497	0	0	0	1	66582.9
134928	0	0	0	1	67507.1
146765	0	0	0	1	67796.5
41091	1	0	0	0	71099.4
170242	0	0	0	1	71388.4
22029	0	0	0	1	72890.4
142366	0	0	0	1	77131
149179	0	0	0	1	78007.9
167235	0	0	0	1	79255.6
154299	0	0	0	1	79956.4
99856	0	0	0	1	84551.6
170246	0	0	0	1	86055
99857	0	0	0	1	86310.5
107233	0	0	0	1	86586.8
107234	0	0	0	1	88345.7
169366	0	0	0	1	92135.3
169372	0	0	0	1	92135.3
169375	0	0	0	1	92135.3
151298	0	1	0	0	92460.5
151296	0	1	0	0	92503.5
151294	0	1	0	0	92607.6
107238	0	0	0	1	94083.8
178404	0	0	0	1	95887.5
142358	0	0	0	1	97914.2
144408	0	0	0	1	97948.3
144412	0	0	0	1	97948.3
157308	0	0	0	1	98570.6
90424	0	0	0	1	103379
142347	0	0	0	1	107881
176694	0	0	0	1	110437
178395	0	0	0	1	110550
176707	0	0	0	1	110591
42705	0	0	0	1	112604
129051	0	0	0	1	112749
130886	0	0	0	1	112765
135300	1	0	0	0	116917
102195	0	0	0	1	117679
110470	0	0	0	1	117679
142367	0	0	0	1	119265
144393	0	0	0	1	119265
102186	0	0	0	1	120499
102192	0	0	0	1	120499
99854	0	0	0	1	122807
165212	0	0	0	1	123262
107240	0	0	0	1	124722
42703	0	0	0	1	128245
47326	0	0	0	1	128245
176702	0	0	0	1	131007
178397	0	0	0	1	131007
178401	0	0	0	1	131007
105828	0	0	0	1	132730
95181	0	0	0	1	132744
95186	0	0	0	1	132744
156157	0	1	0	0	133198
156168	0	1	0	0	133198
156179	0	1	0	0	133198
149157	0	0	0	1	140851
95397	1	0	0	0	144892
149171	0	0	0	1	145942
149165	0	0	0	1	152786
180291	0	0	0	1	155745
124961	0	0	0	1	164029
176534	0	0	0	1	171443
92114	0	0	0	1	171998
176541	0	0	0	1	172186
180304	0	0	0	1	174121
175124	0	0	0	1	198025
178391	0	0	0	1	198895
176696	0	0	0	1	208729
178387	0	0	0	1	208742
123320	1	0	0	0	226416
164186	0	0	0	1	230157
188494	0	0	0	1	362334
188818	0	0	1	1	481894
188492	0	0	0	1	519911
